Unnamed: 0,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
6810,CHENRES14DEL03,29.0,4.9,02-03-2022,21:35,21:50,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,35,20002.52024597666
28294,MYSRES02DEL02,33.0,4.9,06-04-2022,22:30,22:40,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Urban,25,20002.52024597666
26866,KNPRES010DEL03,32.0,5.0,11-02-2022,21:40,21:45,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Urban,19,20002.52024597666
27308,HYDRES20DEL03,35.0,4.0,08-03-2022,18:50,0.791666667,Fog,Medium,1,Buffet,scooter,0.0,No,Metropolitian,31,20002.52024597666
38325,CHENRES17DEL01,38.0,3.7,18-03-2022,21:50,0.916666667,Sandstorms,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,34,20002.520245968914
6623,BANGRES07DEL01,35.0,4.9,16-03-2022,22:20,22:30,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,30,20002.520245968914
2593,HYDRES15DEL01,37.0,4.6,03-04-2022,08:50,0.375,Stormy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,25,20002.520245966738
41518,INDORES08DEL02,39.0,4.8,20-03-2022,20:35,20:40,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,53,20002.520245966738
16946,RANCHIRES03DEL03,35.0,4.2,10-03-2022,20:45,0.875,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,39,20002.520245966738
14644,JAPRES12DEL02,26.0,4.7,19-03-2022,08:40,08:55,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,19,20002.520245965985
936,AURGRES18DEL01,30.0,3.7,18-02-2022,21:30,21:40,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,34,20002.520245965985
20513,HYDRES06DEL02,37.0,4.1,17-03-2022,11:20,11:30,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.520245965985
43217,HYDRES09DEL02,22.0,4.8,05-04-2022,18:20,18:35,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,29,20002.520245964544
34557,BANGRES01DEL02,29.0,4.3,19-03-2022,10:25,10:40,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.520245964544
42182,BANGRES05DEL01,32.0,4.8,02-03-2022,22:50,0.958333333,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,16,20002.520245964544
38311,MYSRES17DEL01,33.0,4.9,03-04-2022,14:45,14:50,Stormy,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,27,20002.520245962154
35038,COIMBRES18DEL02,35.0,4.4,12-03-2022,20:15,20:25,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,39,20002.520245962154
38139,HYDRES01DEL02,37.0,4.9,30-03-2022,09:45,0.416666667,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,23,20002.520245962154
15359,RANCHIRES18DEL02,20.0,4.8,25-03-2022,17:40,17:45,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,32,20002.520245959106
10347,RANCHIRES13DEL03,30.0,4.1,17-03-2022,19:15,19:20,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.520245959106
44706,VADRES18DEL02,29.0,5.0,13-03-2022,08:25,08:30,Sunny,Low,0,Meal,motorcycle,0.0,No,Urban,12,20002.520245958516
5610,HYDRES07DEL02,24.0,4.7,04-04-2022,17:20,17:25,Sunny,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,17,20002.520245958516
41200,MYSRES17DEL02,37.0,4.7,30-03-2022,10:55,0.458333333,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,24,20002.520245958516
8971,RANCHIRES06DEL03,26.0,4.9,09-03-2022,22:55,23:05,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,11,20002.520245958516
28704,INDORES12DEL01,28.0,4.9,01-03-2022,14:40,14:45,Sandstorms,High,1,Meal,motorcycle,1.0,No,Metropolitian,27,20002.520245958516
21276,PUNERES13DEL01,26.0,5.0,13-03-2022,09:20,09:30,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,15,20002.520245958036
30967,BANGRES14DEL02,39.0,4.5,05-04-2022,10:20,10:25,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.520245958036
18937,SURRES06DEL01,29.0,5.0,03-04-2022,12:50,12:55,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,17,20002.520245958036
14269,PUNERES14DEL02,23.0,4.7,15-03-2022,0.458333333,11:05,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,19,20002.520245958036
31745,VADRES02DEL01,30.0,4.6,03-03-2022,13:25,13:35,Cloudy,High,1,Drinks,scooter,1.0,No,Metropolitian,33,20002.520245958036
1175,SURRES13DEL03,36.0,4.6,03-04-2022,20:25,20:30,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,25,20002.520245958036
6245,ALHRES18DEL02,38.0,3.5,18-02-2022,23:50,24:05:00,Fog,Low,2,Buffet,scooter,1.0,No,Urban,33,20002.520245958036
39713,BANGRES010DEL02,29.0,4.6,06-04-2022,17:40,17:55,Fog,Medium,1,Buffet,scooter,1.0,No,Urban,25,20002.52024595462
24311,INDORES02DEL01,,,07-03-2022,11:45,0.5,Windy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.52024595462
10949,VADRES19DEL02,25.0,4.9,16-03-2022,1,24:10:00,Cloudy,Low,2,Buffet,electric_scooter,0.0,No,Urban,20,20002.52024595462
24961,PUNERES05DEL01,31.0,4.7,23-03-2022,20:55,21:05,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,40,20002.52024595462
17203,KOLRES01DEL02,28.0,4.9,13-02-2022,18:45,18:50,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.52024594304
16426,INDORES17DEL02,32.0,5.0,15-03-2022,09:50,09:55,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Urban,18,20002.52024594304
41070,CHENRES14DEL02,25.0,4.8,29-03-2022,18:30,18:45,Windy,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,21,20002.52024594304
9183,COIMBRES11DEL02,20.0,4.8,02-03-2022,17:10,17:15,Sunny,Medium,1,Snack,scooter,1.0,No,Urban,16,20002.52024593814
3541,RANCHIRES17DEL01,38.0,4.4,14-03-2022,18:40,18:55,Fog,Medium,1,Snack,scooter,0.0,No,Urban,33,20002.52024593814
4449,PUNERES13DEL03,30.0,4.6,30-03-2022,21:40,21:50,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Urban,25,20002.52024593814
41143,PUNERES18DEL01,38.0,4.3,07-03-2022,08:15,08:20,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,20002.52024593814
45121,COIMBRES08DEL03,36.0,4.8,06-03-2022,19:10,19:15,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,20002.520245936765
28288,KOLRES06DEL03,26.0,4.7,12-02-2022,22:55,23:10,Stormy,Low,1,Drinks,scooter,0.0,No,Urban,11,20002.520245936765
33565,MYSRES09DEL01,22.0,4.6,06-04-2022,21:20,21:35,Windy,Jam,2,Buffet,scooter,0.0,No,Urban,22,20002.520245936765
43506,AURGRES04DEL03,25.0,4.7,15-02-2022,0.916666667,22:05,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,22,20002.520245936765
43887,PUNERES12DEL02,38.0,4.3,16-03-2022,20:30,20:45,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,32,20002.520245936765
9294,PUNERES01DEL03,,,01-04-2022,,21:05,,,3,Snack,motorcycle,0.0,No,Metropolitian,31,20002.52024593533
6882,VADRES07DEL01,27.0,4.7,27-03-2022,21:50,22:05,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,41,20002.52024593533
8225,KNPRES14DEL01,28.0,4.8,15-02-2022,14:35,14:40,Windy,High,2,Meal,motorcycle,1.0,No,Urban,27,20002.52024593533
28590,KOCRES01DEL01,29.0,4.8,12-02-2022,21:15,21:30,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.52024593147
21528,INDORES07DEL03,34.0,5.0,15-03-2022,22:35,22:45,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Urban,29,20002.520245898402
21413,INDORES010DEL02,26.0,4.7,03-04-2022,22:55,23:10,Cloudy,Low,2,Drinks,scooter,1.0,No,,19,20002.520245898402
21211,COIMBRES13DEL01,36.0,4.9,08-03-2022,17:45,17:50,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,29,20002.520245898402
44668,SURRES01DEL02,27.0,4.6,05-04-2022,0.916666667,22:05,Stormy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,24,20002.520245898402
16671,KOCRES08DEL02,39.0,4.8,16-02-2022,20:45,0.875,Fog,Jam,1,Buffet,motorcycle,1.0,Yes,Metropolitian,41,20002.520245846186
36711,INDORES07DEL01,21.0,4.1,04-04-2022,19:50,0.833333333,Stormy,Jam,0,Meal,motorcycle,0.0,No,Urban,31,20002.520245846186
34127,SURRES08DEL03,20.0,4.1,19-03-2022,1,24:05:00,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,29,20002.520245846186
32336,MYSRES04DEL03,28.0,4.6,28-03-2022,20:10,20:25,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.520245846186
27196,JAPRES09DEL02,37.0,4.2,03-04-2022,17:35,17:45,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,31,20002.520245747077
19777,PUNERES010DEL01,24.0,4.5,13-03-2022,13:15,13:30,Windy,High,2,Snack,motorcycle,1.0,No,Metropolitian,26,20002.520245747066
38071,VADRES19DEL02,29.0,4.4,24-03-2022,22:10,22:25,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,28,20002.520245747066
30719,RANCHIRES18DEL01,26.0,4.0,02-03-2022,0.791666667,19:05,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,34,20002.520245727435
34608,VADRES19DEL03,38.0,4.9,04-03-2022,22:15,22:30,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,23,20002.52024572705
40862,BANGRES010DEL02,22.0,4.9,04-03-2022,22:55,23:05,Stormy,Low,1,Buffet,scooter,1.0,No,Urban,19,20002.52024572705
21726,AURGRES07DEL03,35.0,,11-02-2022,23:45,1,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,29,20002.520245720472
9036,HYDRES05DEL01,31.0,4.5,04-03-2022,0.75,18:15,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,31,20002.520245710813
26150,INDORES01DEL03,,,27-03-2022,,21:55,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,28,20002.520245710337
27700,PUNERES11DEL01,30.0,5.0,26-03-2022,15:55,0.666666667,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,32,20002.520245710337
32661,BANGRES04DEL03,,,21-03-2022,,20:15,Sandstorms,Jam,1,Meal,scooter,0.0,No,Metropolitian,26,20002.520245697346
39569,HYDRES07DEL01,36.0,4.2,30-03-2022,16:30,16:40,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,32,20002.520245697346
28041,MUMRES04DEL01,35.0,4.5,16-03-2022,19:30,19:45,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,27,20002.52024569563
9267,KNPRES09DEL02,21.0,5.0,11-02-2022,17:25,17:30,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,29,20002.520245682
9281,KOCRES05DEL03,38.0,5.0,15-02-2022,20:55,21:10,Sandstorms,Jam,1,Meal,scooter,,No,Metropolitian,30,20002.520245681528
45234,RANCHIRES04DEL02,25.0,4.2,18-03-2022,19:20,19:30,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,38,20002.52024544916
34451,MUMRES19DEL02,33.0,5.0,13-03-2022,09:45,0.416666667,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,13,20002.52024544916
18377,INDORES06DEL02,23.0,4.6,01-03-2022,08:15,08:30,Stormy,Low,1,Meal,motorcycle,0.0,No,Urban,13,20002.52024544916
27741,SURRES07DEL02,28.0,4.8,19-03-2022,22:20,22:35,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,13,20002.520245440584
17894,MUMRES05DEL02,22.0,4.8,01-03-2022,21:55,0.916666667,Windy,Jam,2,Meal,scooter,0.0,,Metropolitian,11,20002.520245440584
22622,INDORES16DEL03,30.0,4.2,04-03-2022,18:55,0.791666667,Cloudy,Medium,2,Drinks,scooter,2.0,No,Metropolitian,40,20002.520245440584
6887,MUMRES01DEL01,26.0,4.6,26-03-2022,11:50,12:05,Sunny,High,1,Buffet,motorcycle,1.0,No,Urban,14,20002.520245440584
31149,HYDRES19DEL03,23.0,4.5,31-03-2022,23:50,1,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,13,20002.52024543946
2417,BANGRES16DEL01,39.0,5.0,08-03-2022,18:35,18:40,Windy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,47,20002.52024543946
30437,JAPRES01DEL01,26.0,4.8,01-03-2022,13:15,13:20,Sunny,High,2,Snack,electric_scooter,0.0,No,Metropolitian,14,20002.52024543946
43572,VADRES16DEL01,31.0,3.9,20-03-2022,20:15,20:30,Stormy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,42,20002.52024543946
22330,JAPRES07DEL03,32.0,4.9,11-03-2022,18:40,18:55,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Urban,27,20002.52024543946
14558,MYSRES13DEL03,27.0,5.0,04-04-2022,18:45,0.791666667,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33,20002.52024543946
13077,VADRES16DEL02,35.0,3.9,14-03-2022,17:45,0.75,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,34,20002.52024543946
11790,LUDHRES09DEL02,,,18-02-2022,,0.916666667,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,25,20002.52024543917
43101,GOARES05DEL03,35.0,4.7,13-02-2022,20:10,20:15,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,29,20002.52024543888
12608,VADRES18DEL01,31.0,4.3,31-03-2022,21:20,21:35,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,38,20002.52024543888
38182,CHENRES09DEL01,27.0,4.6,04-03-2022,22:10,22:20,Stormy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,14,20002.52024543789
1131,INDORES07DEL02,20.0,4.6,08-03-2022,20:15,20:20,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,26,20002.52024543789
43607,BANGRES01DEL03,39.0,4.3,04-03-2022,23:50,24:05:00,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,37,20002.52024543789
22529,HYDRES14DEL02,35.0,5.0,03-03-2022,08:45,0.375,Fog,Low,1,Drinks,scooter,0.0,No,Urban,15,20002.52024543766
25508,PUNERES07DEL01,33.0,4.7,10-03-2022,20:55,0.875,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,46,20002.52024543766
7861,BANGRES09DEL01,30.0,4.8,30-03-2022,0.583333333,14:10,Sandstorms,High,2,Snack,motorcycle,1.0,No,Metropolitian,27,20002.520245437547
6969,INDORES18DEL02,27.0,4.7,02-03-2022,21:20,21:30,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,38,20002.520245437547
29988,INDORES17DEL01,30.0,4.8,20-03-2022,0.958333333,23:05,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,25,20002.520245435004
198,VADRES13DEL02,30.0,3.9,06-04-2022,19:55,20:10,Stormy,Jam,2,Drinks,electric_scooter,,No,Metropolitian,32,20002.520245435004
13168,INDORES18DEL01,23.0,4.8,03-03-2022,08:40,08:50,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,22,20002.520245435004
37759,INDORES12DEL02,31.0,4.7,19-03-2022,08:10,08:15,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,25,20002.520245435004
13687,COIMBRES15DEL01,33.0,4.8,03-04-2022,11:25,11:40,Windy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.520245434767
45389,PUNERES03DEL01,37.0,4.9,08-03-2022,17:25,17:35,Cloudy,Medium,2,Buffet,scooter,3.0,No,Metropolitian,43,20002.520245434767
20226,ALHRES13DEL01,34.0,5.0,13-02-2022,16:45,16:55,Fog,Medium,1,Buffet,scooter,0.0,No,Metropolitian,18,20002.520244128686
36978,PUNERES20DEL02,32.0,4.4,26-03-2022,19:30,19:45,Cloudy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,35,20002.52024412837
25999,AGRRES13DEL02,39.0,4.7,14-02-2022,20:45,20:50,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,38,20002.52024412837
17128,HYDRES12DEL02,35.0,4.9,21-03-2022,08:35,08:40,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,29,20002.52024412837
17679,VADRES09DEL01,36.0,4.3,16-03-2022,17:30,17:35,Cloudy,Medium,1,Snack,motorcycle,2.0,No,Metropolitian,41,20002.520244128176
45525,AGRRES05DEL02,39.0,3.9,16-02-2022,19:15,19:20,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,41,20002.520244128176
25262,CHENRES13DEL01,37.0,4.9,30-03-2022,14:20,14:35,Stormy,High,0,Buffet,motorcycle,3.0,No,Metropolitian,48,20002.520244126586
628,MYSRES13DEL01,23.0,4.7,08-03-2022,20:50,0.875,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,31,20002.520244126586
33423,SURRES07DEL03,37.0,4.7,09-03-2022,19:10,19:15,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,24,20002.520244126586
10423,SURRES03DEL03,25.0,4.7,17-03-2022,23:25,23:35,Sunny,Low,2,Snack,electric_scooter,1.0,No,,18,20002.520244126586
18686,MUMRES17DEL03,21.0,4.7,07-03-2022,17:30,17:45,Sunny,Medium,2,Buffet,scooter,0.0,No,Metropolitian,14,20002.520244126586
6605,JAPRES05DEL02,28.0,5.0,02-03-2022,22:55,23:10,Stormy,Low,1,Buffet,motorcycle,0.0,No,Urban,13,20002.52024412475
6904,HYDRES20DEL01,38.0,4.7,05-04-2022,10:30,10:40,Fog,Low,1,Snack,scooter,0.0,No,Urban,15,20002.52024412475
7364,MYSRES09DEL01,32.0,4.1,04-03-2022,18:40,18:55,Cloudy,Medium,2,Meal,scooter,1.0,No,Urban,40,20002.52024411624
10688,INDORES14DEL03,25.0,4.8,11-03-2022,17:50,0.75,Fog,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.52024411624
3402,BANGRES12DEL01,24.0,4.7,19-03-2022,12:45,12:55,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.52024411624
41406,CHENRES01DEL03,39.0,4.2,14-03-2022,20:20,20:30,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,42,20002.52024411624
19286,MUMRES010DEL01,29.0,4.1,02-03-2022,17:20,17:30,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34,20002.52024411624
5186,JAPRES07DEL03,24.0,4.8,12-03-2022,21:10,21:25,Sunny,Jam,2,Snack,scooter,1.0,No,,18,20002.520244115247
13870,CHENRES01DEL03,,,31-03-2022,,22:15,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Urban,12,20002.520244115247
9647,MUMRES07DEL03,25.0,4.6,24-03-2022,20:50,21:05,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,17,20002.520244115247
29716,CHENRES01DEL01,27.0,4.9,31-03-2022,21:35,21:40,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,20,20002.520244115247
40457,PUNERES18DEL03,32.0,4.6,28-03-2022,20:35,20:45,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,46,20002.52024411341
32386,PUNERES09DEL02,36.0,4.3,02-04-2022,23:20,23:35,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,36,20002.52024411341
23543,KNPRES19DEL03,20.0,4.7,16-02-2022,22:35,22:45,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,17,20002.52024411324
24167,MYSRES04DEL01,38.0,4.4,17-03-2022,11:10,11:25,Windy,High,1,Meal,scooter,1.0,No,Metropolitian,33,20002.52024411324
16358,PUNERES05DEL03,35.0,4.6,16-03-2022,17:35,17:50,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.52024411324
39006,CHENRES13DEL02,36.0,4.9,01-04-2022,0.916666667,22:05,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,34,20002.52024411324
144,VADRES18DEL01,36.0,4.9,11-03-2022,09:10,09:25,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,20002.52024411324
22364,RANCHIRES09DEL02,36.0,3.7,23-03-2022,21:25,21:30,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Urban,41,20002.520244110634
3378,SURRES12DEL02,38.0,4.3,29-03-2022,23:35,23:50,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,38,20002.520244110634
19826,PUNERES08DEL03,27.0,4.9,21-03-2022,21:50,22:05,Cloudy,Jam,2,Snack,scooter,1.0,No,Urban,29,20002.520244110634
43614,SURRES08DEL03,,,29-03-2022,20:55,21:10,Fog,Jam,1,Drinks,scooter,,No,Metropolitian,32,20002.520244110336
2740,BANGRES18DEL02,28.0,4.8,24-03-2022,21:45,21:50,Fog,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,21,20002.520244110336
32612,CHENRES04DEL02,24.0,5.0,17-03-2022,09:10,09:20,Windy,Low,1,Snack,scooter,,No,Metropolitian,15,20002.520244110336
40667,SURRES03DEL01,26.0,4.7,21-03-2022,15:50,16:05,Sunny,Medium,1,Drinks,scooter,0.0,No,Urban,13,20002.520244110336
19331,INDORES03DEL01,31.0,4.1,29-03-2022,21:25,21:40,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,36,20002.52024410954
22775,PUNERES07DEL01,36.0,4.9,09-03-2022,09:10,09:15,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,26,20002.52024410954
13732,BANGRES14DEL02,39.0,4.9,13-03-2022,09:15,09:30,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.52024409862
8274,CHENRES02DEL01,30.0,4.8,30-03-2022,13:15,13:25,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.52024409862
24356,KOLRES18DEL02,25.0,4.5,12-02-2022,19:35,19:40,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.52024409862
14159,MUMRES01DEL01,39.0,4.4,30-03-2022,16:25,16:30,Windy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.520244098523
8875,BANGRES010DEL03,22.0,4.7,13-03-2022,18:10,18:25,Cloudy,Medium,2,Meal,scooter,0.0,No,Metropolitian,15,20002.520244098523
36121,RANCHIRES16DEL03,37.0,4.2,06-03-2022,20:15,20:20,Sunny,Jam,2,Drinks,scooter,0.0,No,Metropolitian,33,20002.520244098523
16329,BANGRES06DEL03,21.0,4.9,03-04-2022,18:30,18:40,Fog,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.520244095445
36428,MYSRES05DEL03,33.0,4.8,26-03-2022,17:15,17:20,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.520244095445
27797,COIMBRES15DEL02,32.0,4.2,21-03-2022,08:35,08:40,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.520244095438
44068,CHENRES14DEL02,34.0,4.9,15-03-2022,10:20,10:35,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,21,20002.520244089777
23297,BANGRES20DEL01,34.0,4.5,02-03-2022,1,24:15:00,Stormy,Low,1,Drinks,scooter,1.0,No,Urban,15,20002.520244089777
14623,RANCHIRES20DEL03,,,17-03-2022,,21:50,,,3,Meal,electric_scooter,1.0,No,Urban,25,20002.520244089777
25802,HYDRES08DEL03,21.0,4.9,17-03-2022,0.958333333,23:05,Cloudy,Low,1,Meal,scooter,0.0,No,Urban,15,20002.520244089777
19265,MYSRES010DEL01,28.0,4.6,18-03-2022,0.833333333,20:10,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,23,20002.520244086256
6946,MUMRES07DEL01,33.0,5.0,11-03-2022,12:55,13:05,Sunny,High,2,Buffet,scooter,0.0,No,Urban,17,20002.520244086256
17385,HYDRES13DEL01,31.0,4.0,04-04-2022,22:10,22:20,Cloudy,Low,0,Buffet,motorcycle,1.0,No,,37,20002.52024408614
41820,INDORES08DEL03,31.0,4.9,11-03-2022,23:35,23:50,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.52024408614
28994,COIMBRES010DEL01,,,27-03-2022,,21:55,Sunny,Jam,2,Buffet,scooter,1.0,No,Urban,27,20002.52024408614
11288,COIMBRES19DEL02,25.0,4.8,09-03-2022,11:10,11:20,Fog,High,2,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.520242675684
30352,CHENRES09DEL01,33.0,5.0,09-03-2022,14:55,15:05,Fog,High,1,Snack,scooter,1.0,No,Metropolitian,36,20002.520242675004
19143,MUMRES07DEL01,39.0,4.0,13-03-2022,0.5,12:05,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,39,20002.52024267327
6803,HYDRES11DEL02,28.0,4.8,11-03-2022,09:50,09:55,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.52024267215
7524,MYSRES09DEL03,34.0,3.5,04-03-2022,0.875,21:15,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,33,20002.52024267154
10993,HYDRES03DEL02,30.0,5.0,06-03-2022,22:55,23:10,Sunny,Low,1,Snack,scooter,1.0,No,Urban,24,20002.52024267119
21647,MYSRES07DEL02,35.0,4.9,08-03-2022,23:25,23:35,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,28,20002.52024267001
2514,INDORES12DEL02,32.0,4.2,02-03-2022,18:30,18:45,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.520242669703
1866,PUNERES19DEL02,31.0,4.6,21-03-2022,23:50,24:05:00,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,17,20002.520242669703
16929,PUNERES010DEL01,34.0,4.6,07-03-2022,16:40,16:45,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,30,20002.5202426613
36546,AGRRES04DEL01,22.0,4.8,15-02-2022,15:30,15:40,Windy,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,27,20002.52024200717
13466,SURRES07DEL01,25.0,4.0,05-04-2022,08:40,08:50,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.52024200717
32851,COIMBRES11DEL02,28.0,4.8,09-03-2022,08:15,08:25,Sandstorms,Low,1,Buffet,scooter,0.0,No,Urban,14,20002.52024200717
